225,-16.3077,
-23.9946,113.778
-25.2564,216.51
-64.8944,612.563
-61.8269,391.16
-53.1607,446.266
-42.0136,412.09
-35.7938,78.0278
-15.7202,216.09
-44.0187,90.25
-35.1,501.76
-46.3358,600.25
-149.063,144
-11,768.082
-67.0579,75.1111
-10.8596,90.25
-4.64063,481.559
-134.438,64
-3.92308,49
-3.45455,144
-18.2,529
-45,391.474
-67.508,420.25
-209.125,408.04
-106.379,390.063
-32.1968,900
-99,210.25
-25.2813,645.16
-139.252,72.25
-4.16071,351.563
-35.0577,230.028
-30.3674,30.25
-2.78125,441
-35.75,344.898
-39.9201,188.082
-145.286,513.778
-69.0606,87.1111
-14.3725,20.25
-12.5,56.25
-3.6875,351.563
-41.6136,729
-80,266.778
-56.1667,1049.04
-93.4136,256
-50.2,20.25
-0.557692,378.086
-34.8187,135.722
-13.1378,72.25
-7.02778,36
-3,221.266
-33.7083,102.01
-12.7851,66.6944
-14.391,137.224
-40.764,361
-36.0256,233.41
-31.3184,252.016
-23.2907,226.503
-19.2234,43.3403
-8.2872,131.102
-26.313,56.25
-21.5,285.61
-25.9443,390.063
-96.5156,64
-4.33333,450.046
-38.8775,38.0278
-5.00439,27.5625
-0.722656,313.093
-87.0575,20.25
-0.557692,16
-0.454545,76.5625
-9.20833,297.563
-24.875,241.358
-41.2377,280.563
-139.281,262.44
-68.0632,210.25
-16.8936,552.25
-60.3611,115.563
-13.4453,416.16
-89.4696,22.5625
-0.611607,196
-19.1026,130.34
-16.7737,10.5625
-0.320313,240.25
-19.0208,198.005
-22.4921,125.76
-96.8135,312.111
-41.5606,46.6944
-7.2402,12.25
-7.16667,18.0625
-0.505208,203.063
-23.6136,441
-48,164.694
-34.2917,631.964
-55.8767,156.25
-30.25,1
0.923077,180.753
-16.124,54.76
-4.70417,25
-1.77778,9
0,112.891
-16.7083,43.56
-4.88649,32.1111
-6.41026,75.9388
-22.1118,175.563
-17.0064,116.16
-15.0838,112.891
-9.88102,96.04
-7.575,18.7778
-3.02381,67.24
-13.0083,30.25
-11.1,129.96
-11.2604,225
-55.25,16
-0.333333,216.51
-18.1844,13.4444
-1.12281,1
0.9375,180.753
-49.8368,1
0.923077,1
0.909091,30.25
-3.03333,132.25
-10.5,127.367
-21.2893,169
-83.5,148.84
-38.1684,85.5625
-6.28191,289
-31.1111,49
-5.125,237.16
-50.5565,1
0.928571,85.5625
-7.77564,58.7778
-7.01515,1
0.875,100
-7.33333,91.6122
-9.86925,75.9388
-58.0635,160.444
-20.8788,18.7778
-2.31373,6.25
-3.16667,1
0.916667,95.0625
-10.5227,225
-24,87.1111
-17.6667,320.012
-27.8011,81
-15.2,6.25
0.519231,55.4198
-4.25029,9.9225
-0.0335938,2.25
0.75,0
1,40.6406
-5.375,9.61
-0.298649,10.0278
-1.3141,32.6531
-8.93789,56.25
-4.76923,39.4105
-4.45684,28.8906
-1.78464,20.7025
-0.848438,4.34028
0.0699405,24.5025
-4.10469,12.25
-3.9,34.81
-2.28396,105.063
-25.2656,0
1,67.4745
-4.97875,1.36111
0.785088,10.5625
0.339844,84.5378
-22.7763,6.25
0.519231,4
0.636364,5.0625
0.325,33.0625
-1.875,49.5013
-7.66272,85.5625
-41.7813,67.24
-16.6947,16
-0.361702,110.25
-11.25,10.5625
-0.320313,108.16
-22.513,7.5625
0.459821,20.25
-1.07692,15.3403
-1.09186,1.5625
0.804688,20.25
-0.6875,25.7194
-2.05145,38.6173
-29.0357,58.7778
-7.01515,3.36111
0.406863,2.25
-0.5,5.0625
0.578125,27.5625
-2.34091,81
-8,34.0278
-6.29167,113.186
-9.18674,30.25
-5.05,36
-1.76923,2.08642
0.802339,1.21
0.873958,4
0.555556,9
0,4.51563
0.291667,0.16
0.978378,0.444444
0.897436,7.36735
-1.24224,3.0625
0.685897,3.16049
0.562393,0.015625
0.998494,0.49
0.95625,0.0277778
0.994048,2.89
0.397917,2.25
0.1,0.16
0.984906,30.25
-6.5625,16
-0.333333,2.93878
0.739602,1.77778
0.719298,56.25
-2.51563,24.4475
-5.87587,36
-1.76923,25
-1.27273,1
0.866667,0
1,7.7602
-0.358036,30.25
-14.125,17.64
-3.64211,1.5625
0.867021,16
-0.777778,0.25
0.96875,29.16
-5.33913,42.25
-2.01786,0.0625
0.99359,0.0277778
0.996212,12.25
-0.53125,1
0.916667,0.326531
0.961259,13.7959
-9.73016,7.11111
0.030303,0.444444
0.921569,0.25
0.833333,30.25
-1.52083,0.5625
0.931818,9
0,5.44444
-0.166667,11.4846
-0.0336111,4
0.2,36,
-1.76923,2.08642,
0.802339,1.21,
0.873958,4,
0.555556,9,
0,4.51563,
0.291667,0.16,
0.978378,0.444444,
0.897436,7.36735,
-1.24224,3.0625,
0.685897,3.16049,
0.562393,0.015625,
0.998494,0.49,
0.95625,0.0277778,
0.994048,2.89,
0.397917,2.25,
0.1,0.16,
0.984906,30.25,
-6.5625,16,
-0.333333,2.93878,
0.739602,1.77778,
0.719298,56.25,
-2.51563,24.4475,
-5.87587,36,
-1.76923,25,
-1.27273,1,
0.866667,0,
1,7.7602,
-0.358036,30.25,
-14.125,17.64,
-3.64211,1.5625,
0.867021,16,
-0.777778,0.25,
0.96875,29.16,
-5.33913,42.25,
-2.01786,0.0625,
0.99359,0.0277778,
0.996212,12.25,
-0.53125,1,
0.916667,0.326531,
0.961259,13.7959,
-9.73016,7.11111,
0.030303,0.444444,
0.921569,0.25,
0.833333,30.25,
-1.52083,0.5625,
0.931818,9,
0,5.44444,
-0.166667,11.4846,
-0.0336111,4,
0.2,
